enrolment_no,standards,assessments
5556,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
5559,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5563,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5566,CBSE-10|CBSE-7|CBSE-8|CBSE-9,119
5568,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5574,CBSE-11|CBSE-12,30
5575,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5578,CBSE-10|CBSE-9,59
5581,CBSE-11|CBSE-12,30
5583,CBSE-10|CBSE-11|CBSE-12|CBSE-9,82
5584,CBSE-11|CBSE-12,33
5588,CBSE-10|CBSE-11|CBSE-12|CBSE-9,76
5592,CBSE-8,22
5593,CBSE-10|CBSE-9,24
5595,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5598,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5604,CBSE-10|CBSE-8|CBSE-9,105
5605,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
5606,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
5607,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5609,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5611,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
5612,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5615,CBSE-11|CBSE-12,38
5619,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
5621,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
5622,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
5626,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5628,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
5634,CBSE-10|CBSE-9,60
5635,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5640,CBSE-11|CBSE-12,40
5652,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
5654,CBSE-11|CBSE-12,37
5656,CBSE-11|CBSE-12,33
5658,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5659,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5660,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5661,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5662,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
5663,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5665,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5666,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5667,CBSE-10|CBSE-11|CBSE-8|CBSE-9,118
5671,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5672,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5675,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5677,CBSE-10|CBSE-11|CBSE-8|CBSE-9,106
5678,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5680,CBSE-10|CBSE-8|CBSE-9,100
5682,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5683,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5685,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5687,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5689,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5690,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5692,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5694,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5695,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5696,CBSE-10|CBSE-8|CBSE-9,107
5697,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5700,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5701,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5702,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5704,CBSE-8,42
5705,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5706,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5709,CBSE-10|CBSE-8|CBSE-9,105
5711,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5712,CBSE-10|CBSE-8|CBSE-9,107
5713,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5714,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5715,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5717,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5718,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5719,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5720,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
5721,CBSE-10|CBSE-8|CBSE-9,97
5722,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5723,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5724,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5726,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5727,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5729,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5730,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5731,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5732,CBSE-10|CBSE-8|CBSE-9,107
5734,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5735,CBSE-10|CBSE-8|CBSE-9,107
5736,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5737,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5738,CBSE-10|CBSE-8|CBSE-9,107
5739,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5740,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5741,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5742,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5744,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5745,CBSE-10|CBSE-11|CBSE-8|CBSE-9,110
5748,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5750,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5751,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5752,CBSE-10|CBSE-8|CBSE-9,67
5753,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5755,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5757,CBSE-10|CBSE-8|CBSE-9,107
5758,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5759,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5761,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5763,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5765,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5767,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5768,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5770,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5772,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5775,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
5777,CBSE-8,42
5781,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5782,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5783,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5785,CBSE-10|CBSE-11|CBSE-8|CBSE-9,119
5786,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5788,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5789,CBSE-10|CBSE-8|CBSE-9,107
5792,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5793,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5794,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
5795,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5796,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5797,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5799,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5802,CBSE-10|CBSE-11|CBSE-8|CBSE-9,118
5804,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5805,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5806,CBSE-10|CBSE-11|CBSE-8|CBSE-9,113
5807,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5810,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5812,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5814,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5815,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5816,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5819,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5820,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
5821,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5822,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5823,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5824,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5825,CBSE-8,41
5827,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5828,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5830,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5831,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5833,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5834,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
5835,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5836,CBSE-10|CBSE-8|CBSE-9,102
5837,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5839,CBSE-10|CBSE-8|CBSE-9,107
5841,CBSE-10|CBSE-11|CBSE-8|CBSE-9,110
5842,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5844,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5846,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5847,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5848,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5850,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5852,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5853,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5854,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5855,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5857,CBSE-10|CBSE-8|CBSE-9,107
5861,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5864,CBSE-10|CBSE-8|CBSE-9,102
5865,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5866,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
5873,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5875,CBSE-11|CBSE-12,29
5880,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5882,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5884,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5888,CBSE-11|CBSE-12,35
5892,CBSE-10|CBSE-7|CBSE-8|CBSE-9,111
5894,CBSE-11|CBSE-12,39
5895,CBSE-11|CBSE-12,30
5899,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
5901,CBSE-10|CBSE-11|CBSE-8|CBSE-9,108
5902,CBSE-11|CBSE-12,40
5904,CBSE-11|CBSE-12,35
5912,CBSE-10|CBSE-9,60
5913,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
5914,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5915,CBSE-11|CBSE-12,29
5916,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
5918,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
5920,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5921,CBSE-10|CBSE-8|CBSE-9,105
5923,CBSE-10|CBSE-9,60
5925,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5930,CBSE-10|CBSE-8|CBSE-9,104
5937,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5938,CBSE-11|CBSE-12,30
5940,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5941,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
5942,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5944,CBSE-11|CBSE-12,25
5946,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5953,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
5955,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5957,CBSE-11|CBSE-12,30
5958,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5965,CBSE-11|CBSE-12,35
5968,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5971,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
5972,CBSE-11|CBSE-12,40
5976,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5978,CBSE-11|CBSE-12,30
5982,CBSE-11|CBSE-12,40
5983,CBSE-11|CBSE-12,40
5987,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5988,CBSE-11|CBSE-12,35
5992,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
5993,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
5995,CBSE-10|CBSE-9,60
5997,CBSE-10|CBSE-8|CBSE-9,107
6000,CBSE-10|CBSE-11|CBSE-12|CBSE-9,82
6001,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6002,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6004,CBSE-11|CBSE-12,30
6007,CBSE-10|CBSE-11|CBSE-8|CBSE-9,114
6008,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6010,CBSE-11|CBSE-12,34
6013,CBSE-11|CBSE-12,30
6016,CBSE-10|CBSE-11|CBSE-12|CBSE-9,76
6017,CBSE-11|CBSE-12,34
6018,CBSE-11|CBSE-12,35
6019,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6024,CBSE-11|CBSE-12,37
6027,CBSE-11|CBSE-12,34
6028,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6030,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6033,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6037,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6039,CBSE-11|CBSE-12,40
6043,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6044,CBSE-8,44
6048,CBSE-8,42
6049,CBSE-10|CBSE-8|CBSE-9,107
6050,CBSE-9,30
6052,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6053,CBSE-11|CBSE-12,38
6055,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6057,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6058,CBSE-8,45
6059,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
6061,CBSE-10|CBSE-9,60
6062,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6064,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6066,CBSE-10|CBSE-8|CBSE-9,102
6067,CBSE-10|CBSE-8|CBSE-9,102
6070,CBSE-8,42
6071,CBSE-10|CBSE-9,60
6072,CBSE-11|CBSE-12,40
6075,CBSE-11|CBSE-12,30
6076,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
6077,CBSE-10|CBSE-9,57
6082,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
6084,CBSE-11|CBSE-12,25
6086,CBSE-11|CBSE-12,41
6089,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6090,CBSE-11|CBSE-12,25
6091,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
6093,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
6094,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6098,CBSE-11|CBSE-12,40
6100,CBSE-11,15
6103,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6104,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6105,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
6110,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
6114,CBSE-11|CBSE-12,39
6115,CBSE-8,42
6116,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
6118,CBSE-11|CBSE-12,36
6120,CBSE-10|CBSE-8|CBSE-9,107
6122,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6124,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6125,CBSE-10|CBSE-9,53
6126,CBSE-11|CBSE-12,30
6129,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
6131,CBSE-11|CBSE-12,40
6132,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6133,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
6134,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6135,CBSE-11|CBSE-12,30
6136,CBSE-10|CBSE-11|CBSE-8|CBSE-9,114
6143,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6144,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6151,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
6152,CBSE-11|CBSE-12,30
6153,CBSE-11|CBSE-12,41
6155,CBSE-11|CBSE-12,28
6156,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6159,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6161,CBSE-10|CBSE-8|CBSE-9,107
6170,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
6173,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
6174,CBSE-10|CBSE-8|CBSE-9,110
6175,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6176,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6178,CBSE-8,42
6181,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6187,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6201,CBSE-11|CBSE-12,39
6203,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6208,CBSE-11|CBSE-12,30
6210,CBSE-11|CBSE-12,30
6211,CBSE-10|CBSE-9,59
6213,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
6214,CBSE-11|CBSE-12,30
6221,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
6223,CBSE-11|CBSE-12,35
6224,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6227,CBSE-10|CBSE-11|CBSE-8|CBSE-9,107
6228,CBSE-11|CBSE-12,36
6231,CBSE-11|CBSE-12,24
6234,CBSE-11|CBSE-12,39
6237,CBSE-11|CBSE-12,39
6238,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6244,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
6246,CBSE-11|CBSE-12,25
6250,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6253,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6254,CBSE-10|CBSE-8|CBSE-9,107
6257,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6264,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6265,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6274,CBSE-11|CBSE-12,35
6279,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
6280,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6281,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
6283,CBSE-11|CBSE-12,27
6286,CBSE-11|CBSE-12,37
6287,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
6291,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6292,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6294,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6296,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6297,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6298,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6300,CBSE-7,42
6302,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6303,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6304,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6306,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6308,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6309,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6311,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6312,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6313,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6314,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
6315,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6316,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6317,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6318,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6319,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6320,CBSE-10|CBSE-7|CBSE-8|CBSE-9,134
6321,CBSE-7|CBSE-8,84
6322,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6323,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6325,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6327,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6328,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6329,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6330,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6331,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6332,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6333,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6334,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6335,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6336,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6337,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6338,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6339,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6341,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6342,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6343,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6344,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6345,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6346,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6347,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6348,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6349,CBSE-7,42
6350,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6352,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6353,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6356,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6357,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6358,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6360,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6362,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6363,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6364,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6365,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6366,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6367,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6369,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
6370,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6371,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6372,CBSE-7|CBSE-8|CBSE-9,98
6373,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6374,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6375,CBSE-10|CBSE-7|CBSE-8|CBSE-9,118
6377,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
6379,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6381,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6382,CBSE-7|CBSE-8,46
6384,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6385,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6387,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6389,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6392,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6394,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
6395,CBSE-10|CBSE-7|CBSE-8|CBSE-9,132
6396,CBSE-10|CBSE-7|CBSE-8|CBSE-9,114
6397,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6398,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6399,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6402,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6403,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6407,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6409,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6411,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6412,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6413,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6414,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6415,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6416,CBSE-10|CBSE-7|CBSE-8|CBSE-9,119
6417,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6418,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6419,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6420,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6421,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
6422,CBSE-7|CBSE-8|CBSE-9,109
6423,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6424,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6426,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6427,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6429,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6431,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
6432,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6433,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
6434,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6438,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
6439,CBSE-10|CBSE-7|CBSE-8|CBSE-9,132
6440,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
6441,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6442,CBSE-10|CBSE-7|CBSE-8|CBSE-9,118
6444,CBSE-10|CBSE-7|CBSE-8|CBSE-9,134
6445,CBSE-10|CBSE-7|CBSE-8|CBSE-9,132
6446,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
6448,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6449,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6450,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6451,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6452,CBSE-6|CBSE-7|CBSE-8|CBSE-9,122
6453,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
6454,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6455,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
6456,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
6457,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
6458,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
